Facility Name,State,Condition,Excess Ratio,Predicted Rate,Expected Rate,Number of Readmissions,Variance,Above/Below National Flag
PIEDMONT ROCKDALE HOSPITAL,GA,READM-30-PN-HRRP,1.0927,18.4766,16.9095,44,1.5671,Above National
PIEDMONT ROCKDALE HOSPITAL,GA,READM-30-HF-HRRP,0.9762,19.1891,19.6577,48,-0.4686,At/Below National
PIEDMONT ROCKDALE HOSPITAL,GA,READM-30-COPD-HRRP,1.0495,20.344,19.3842,14,0.9598,Above National
TIFT REGIONAL MEDICAL CENTER,GA,READM-30-PN-HRRP,1.0552,16.5361,15.6705,41,0.8656,Above National
TIFT REGIONAL MEDICAL CENTER,GA,READM-30-HF-HRRP,1.0479,20.2273,19.3036,49,0.9237,Above National
TIFT REGIONAL MEDICAL CENTER,GA,READM-30-COPD-HRRP,1.015,19.7338,19.4422,26,0.2916,Above National
CRISP REGIONAL HOSPITAL,GA,READM-30-PN-HRRP,1.0486,16.9145,16.1299,22,0.7846,Above National
CRISP REGIONAL HOSPITAL,GA,READM-30-HF-HRRP,0.9623,17.7296,18.4236,11,-0.694,At/Below National
COLQUITT REGIONAL MEDICAL CENTER,GA,READM-30-PN-HRRP,1.1731,18.1151,15.4423,38,2.6728,Above National
COLQUITT REGIONAL MEDICAL CENTER,GA,READM-30-HF-HRRP,1.1491,22.1432,19.2697,50,2.8735,Above National
COLQUITT REGIONAL MEDICAL CENTER,GA,READM-30-COPD-HRRP,1.1058,20.3789,18.4292,23,1.9497,Above National
ATRIUM HEALTH NAVICENT THE MEDICAL CENTER,GA,READM-30-PN-HRRP,0.9882,17.1478,17.3534,58,-0.2056,At/Below National
ATRIUM HEALTH NAVICENT THE MEDICAL CENTER,GA,READM-30-HF-HRRP,0.956,19.9189,20.8366,95,-0.9177,At/Below National
ATRIUM HEALTH NAVICENT THE MEDICAL CENTER,GA,READM-30-COPD-HRRP,0.9776,19.3961,19.8403,24,-0.4442,At/Below National
ATRIUM HEALTH NAVICENT THE MEDICAL CENTER,GA,READM-30-CABG-HRRP,0.965,9.9323,10.2925,19,-0.3602,At/Below National
ATRIUM HEALTH NAVICENT THE MEDICAL CENTER,GA,READM-30-AMI-HRRP,0.9848,13.4858,13.6934,52,-0.2076,At/Below National
EMANUEL MEDICAL CENTER,GA,READM-30-HF-HRRP,1.0215,20.4157,19.9855,16,0.4302,Above National
SGMC HEALTH,GA,READM-30-PN-HRRP,0.9705,16.253,16.7478,88,-0.4948,At/Below National
SGMC HEALTH,GA,READM-30-HF-HRRP,1.0816,22.0186,20.358,110,1.6606,Above National
SGMC HEALTH,GA,READM-30-COPD-HRRP,1.0244,18.1725,17.7399,36,0.4326,Above National
SGMC HEALTH,GA,READM-30-AMI-HRRP,1.0519,14.7787,14.0497,32,0.729,Above National
WAYNE MEMORIAL HOSPITAL,GA,READM-30-PN-HRRP,0.9488,14.3396,15.1135,13,-0.7739,At/Below National
FAIRVIEW PARK HOSPITAL,GA,READM-30-PN-HRRP,1.0092,16.3684,16.2189,53,0.1495,Above National
FAIRVIEW PARK HOSPITAL,GA,READM-30-HF-HRRP,1.0278,21.5816,20.9977,46,0.5839,Above National
FAIRVIEW PARK HOSPITAL,GA,READM-30-COPD-HRRP,1.0053,17.2317,17.1416,11,0.0901,Above National
MEMORIAL HEALTH MEADOWS HOSPITAL,GA,READM-30-PN-HRRP,0.9607,15.1931,15.8139,11,-0.6208,At/Below National
MEMORIAL HEALTH MEADOWS HOSPITAL,GA,READM-30-HF-HRRP,0.9275,17.2035,18.5483,17,-1.3448,At/Below National
ST FRANCIS HOSPITAL- EMORY HEALTHCARE,GA,READM-30-PN-HRRP,0.9994,15.4233,15.4327,47,-0.0094,At/Below National
ST FRANCIS HOSPITAL- EMORY HEALTHCARE,GA,READM-30-HF-HRRP,0.9236,16.9162,18.3161,81,-1.3999,At/Below National
ST FRANCIS HOSPITAL- EMORY HEALTHCARE,GA,READM-30-COPD-HRRP,0.9606,17.1447,17.8478,19,-0.7031,At/Below National
ST FRANCIS HOSPITAL- EMORY HEALTHCARE,GA,READM-30-AMI-HRRP,0.9389,10.7871,11.4892,18,-0.7021,At/Below National
TAYLOR REGIONAL HOSPITAL,GA,READM-30-HF-HRRP,1.0645,18.6045,17.4776,11,1.1269,Above National
WELLSTAR COBB MEDICAL CENTER,GA,READM-30-PN-HRRP,0.9886,16.1491,16.3352,53,-0.1861,At/Below National
WELLSTAR COBB MEDICAL CENTER,GA,READM-30-HF-HRRP,1.0004,20.7069,20.6993,93,0.0076,Above National
WELLSTAR COBB MEDICAL CENTER,GA,READM-30-COPD-HRRP,1.0004,18.8864,18.8791,14,0.0073,Above National
WELLSTAR COBB MEDICAL CENTER,GA,READM-30-AMI-HRRP,1.0193,14.0147,13.7492,11,0.2655,Above National
SOUTHEAST GEORGIA HEALTH SYSTEM -- CAMDEN CAMPUS,GA,READM-30-HF-HRRP,1.007,17.2551,17.1353,11,0.1198,Above National
NAVICENT HEALTH BALDWIN,GA,READM-30-PN-HRRP,1.0005,15.3495,15.3411,16,0.0084,Above National
NAVICENT HEALTH BALDWIN,GA,READM-30-HF-HRRP,0.932,18.2659,19.5981,13,-1.3322,At/Below National
HOUSTON HEALTHCARE,GA,READM-30-PN-HRRP,0.9658,14.4383,14.9503,12,-0.512,At/Below National
HOUSTON HEALTHCARE,GA,READM-30-HF-HRRP,0.9804,19.1101,19.4915,12,-0.3814,At/Below National
NORTHSIDE HOSPITAL,GA,READM-30-PN-HRRP,1.0305,16.4093,15.9234,68,0.4859,Above National
NORTHSIDE HOSPITAL,GA,READM-30-HF-HRRP,0.9908,18.7366,18.9105,61,-0.1739,At/Below National
NORTHSIDE HOSPITAL,GA,READM-30-COPD-HRRP,1.133,18.7465,16.5459,21,2.2006,Above National
"COLISEUM MEDICAL CENTERS, LLC, DBA",GA,READM-30-PN-HRRP,1.0273,17.8438,17.3699,47,0.4739,Above National
"COLISEUM MEDICAL CENTERS, LLC, DBA",GA,READM-30-HF-HRRP,1.048,21.3337,20.3571,49,0.9766,Above National
"COLISEUM MEDICAL CENTERS, LLC, DBA",GA,READM-30-COPD-HRRP,0.9574,15.9926,16.7048,11,-0.7122,At/Below National
"COLISEUM MEDICAL CENTERS, LLC, DBA",GA,READM-30-AMI-HRRP,0.9371,13.4139,14.3143,15,-0.9004,At/Below National
SOUTHERN REGIONAL MEDICAL CENTER,GA,READM-30-HF-HRRP,0.9785,18.6362,19.0458,16,-0.4096,At/Below National
ADVENTHEALTH REDMOND,GA,READM-30-PN-HRRP,1.0081,18.2188,18.0727,84,0.1461,Above National
ADVENTHEALTH REDMOND,GA,READM-30-HF-HRRP,0.9462,19.7762,20.9009,127,-1.1247,At/Below National
ADVENTHEALTH REDMOND,GA,READM-30-COPD-HRRP,1.0341,21.4767,20.7679,29,0.7088,Above National
ADVENTHEALTH REDMOND,GA,READM-30-CABG-HRRP,1.0239,12.4698,12.1788,16,0.291,Above National
ADVENTHEALTH REDMOND,GA,READM-30-AMI-HRRP,1.0461,16.0584,15.3505,61,0.7079,Above National
DOCTORS HOSPITAL,GA,READM-30-PN-HRRP,0.9828,16.6727,16.9639,46,-0.2912,At/Below National
DOCTORS HOSPITAL,GA,READM-30-HF-HRRP,1.082,21.6454,20.0058,52,1.6396,Above National
DOCTORS HOSPITAL,GA,READM-30-COPD-HRRP,0.9758,18.4697,18.9277,14,-0.458,At/Below National
WELLSTAR DOUGLAS MEDICAL CENTER,GA,READM-30-PN-HRRP,0.9421,15.3171,16.2584,28,-0.9413,At/Below National
WELLSTAR DOUGLAS MEDICAL CENTER,GA,READM-30-HF-HRRP,0.8885,17.8992,20.1446,46,-2.2454,At/Below National
WELLSTAR DOUGLAS MEDICAL CENTER,GA,READM-30-COPD-HRRP,1.0329,19.9128,19.2784,13,0.6344,Above National
WELLSTAR DOUGLAS MEDICAL CENTER,GA,READM-30-AMI-HRRP,1.0738,15.7822,14.6972,12,1.085,Above National
PIEDMONT HENRY HOSPITAL,GA,READM-30-PN-HRRP,1.0715,18.167,16.9548,52,1.2122,Above National
PIEDMONT HENRY HOSPITAL,GA,READM-30-HF-HRRP,1.0938,22.2675,20.3572,118,1.9103,Above National
PIEDMONT HENRY HOSPITAL,GA,READM-30-COPD-HRRP,1.0237,19.1688,18.7251,21,0.4437,Above National
PIEDMONT EASTSIDE MEDICAL CENTER,GA,READM-30-PN-HRRP,1.1183,17.7938,15.9121,45,1.8817,Above National
PIEDMONT EASTSIDE MEDICAL CENTER,GA,READM-30-HF-HRRP,1.0245,19.2971,18.8358,48,0.4613,Above National
PIEDMONT EASTSIDE MEDICAL CENTER,GA,READM-30-COPD-HRRP,1.0541,18.2348,17.2992,18,0.9356,Above National
PIEDMONT EASTSIDE MEDICAL CENTER,GA,READM-30-AMI-HRRP,0.9633,13.3425,13.8503,11,-0.5078,At/Below National
WELLSTAR NORTH FULTON MEDICAL CENTER,GA,READM-30-PN-HRRP,0.9793,14.2198,14.5199,40,-0.3001,At/Below National
WELLSTAR NORTH FULTON MEDICAL CENTER,GA,READM-30-HF-HRRP,1.0021,18.7134,18.6741,43,0.0393,Above National
WELLSTAR NORTH FULTON MEDICAL CENTER,GA,READM-30-COPD-HRRP,1.0866,16.537,15.2197,11,1.3173,Above National
WELLSTAR NORTH FULTON MEDICAL CENTER,GA,READM-30-AMI-HRRP,1.038,11.5841,11.1599,11,0.4242,Above National
PIEDMONT COLUMBUS REGIONAL NORTHSIDE,GA,READM-30-PN-HRRP,0.957,14.3857,15.0316,25,-0.6459,At/Below National
PIEDMONT COLUMBUS REGIONAL NORTHSIDE,GA,READM-30-HF-HRRP,0.976,18.425,18.8782,30,-0.4532,At/Below National
PIEDMONT COLUMBUS REGIONAL NORTHSIDE,GA,READM-30-COPD-HRRP,0.994,19.6581,19.7777,12,-0.1196,At/Below National
PIEDMONT MACON NORTH HOSPITAL,GA,READM-30-HF-HRRP,1.0974,19.6773,17.9309,24,1.7464,Above National
PIEDMONT FAYETTE HOSPITAL,GA,READM-30-PN-HRRP,1.0784,17.0412,15.803,83,1.2382,Above National
PIEDMONT FAYETTE HOSPITAL,GA,READM-30-HF-HRRP,1.0656,20.4008,19.1442,143,1.2566,Above National
PIEDMONT FAYETTE HOSPITAL,GA,READM-30-COPD-HRRP,1.0668,19.2048,18.0028,28,1.202,Above National
PIEDMONT FAYETTE HOSPITAL,GA,READM-30-AMI-HRRP,0.9389,11.9238,12.6996,16,-0.7758,At/Below National
PIEDMONT MOUNTAINSIDE HOSPITAL INC,GA,READM-30-PN-HRRP,0.9173,14.5222,15.8316,32,-1.3094,At/Below National
PIEDMONT MOUNTAINSIDE HOSPITAL INC,GA,READM-30-HF-HRRP,0.9986,19.7239,19.7515,50,-0.0276,At/Below National
EMORY HILLANDALE HOSPITAL,GA,READM-30-HF-HRRP,1.0771,20.2287,18.7804,20,1.4483,Above National
"PIEDMONT NEWNAN HOSPITAL, INC",GA,READM-30-PN-HRRP,1.0512,16.6506,15.8393,48,0.8113,Above National
"PIEDMONT NEWNAN HOSPITAL, INC",GA,READM-30-HF-HRRP,0.9673,19.8076,20.4781,84,-0.6705,At/Below National
"PIEDMONT NEWNAN HOSPITAL, INC",GA,READM-30-COPD-HRRP,1.05,20.405,19.4328,21,0.9722,Above National
"PIEDMONT NEWNAN HOSPITAL, INC",GA,READM-30-AMI-HRRP,0.9777,13.7738,14.0881,12,-0.3143,At/Below National
EMORY JOHNS CREEK HOSPITAL,GA,READM-30-PN-HRRP,0.9812,15.4257,15.7208,45,-0.2951,At/Below National
EMORY JOHNS CREEK HOSPITAL,GA,READM-30-HF-HRRP,1.0162,19.3558,19.047,65,0.3088,Above National
NORTHSIDE HOSPITAL DULUTH,GA,READM-30-PN-HRRP,1.0095,16.9499,16.7909,22,0.159,Above National
NORTHSIDE HOSPITAL DULUTH,GA,READM-30-HF-HRRP,0.9687,18.3291,18.9221,13,-0.593,At/Below National
NORTHSIDE HOSPITAL DULUTH,GA,READM-30-COPD-HRRP,1.0744,21.1034,19.6428,13,1.4606,Above National
THE QUEENS MEDICAL CENTER,HI,READM-30-PN-HRRP,1.0598,16.2449,15.3281,97,0.9168,Above National
THE QUEENS MEDICAL CENTER,HI,READM-30-HF-HRRP,0.8865,17.3786,19.6026,98,-2.224,At/Below National
THE QUEENS MEDICAL CENTER,HI,READM-30-COPD-HRRP,0.9852,15.5427,15.7764,17,-0.2337,At/Below National
THE QUEENS MEDICAL CENTER,HI,READM-30-CABG-HRRP,1.0076,11.0855,11.0015,13,0.084,Above National
THE QUEENS MEDICAL CENTER,HI,READM-30-AMI-HRRP,1.0712,16.0086,14.9443,49,1.0643,Above National
MAUI MEMORIAL MEDICAL CENTER,HI,READM-30-PN-HRRP,0.9282,14.0649,15.1521,18,-1.0872,At/Below National
MAUI MEMORIAL MEDICAL CENTER,HI,READM-30-HF-HRRP,0.9527,15.9084,16.6976,19,-0.7892,At/Below National
HILO MEDICAL CENTER,HI,READM-30-PN-HRRP,0.9532,13.6973,14.3695,30,-0.6722,At/Below National
HILO MEDICAL CENTER,HI,READM-30-HF-HRRP,0.9839,17.0496,17.3291,41,-0.2795,At/Below National
HILO MEDICAL CENTER,HI,READM-30-COPD-HRRP,1.0435,14.0372,13.4524,11,0.5848,Above National
HILO MEDICAL CENTER,HI,READM-30-AMI-HRRP,1.0709,11.7088,10.9333,19,0.7755,Above National
ADVENTIST HEALTH CASTLE,HI,READM-30-PN-HRRP,1.0749,17.5194,16.2993,37,1.2201,Above National
ADVENTIST HEALTH CASTLE,HI,READM-30-HF-HRRP,1.0022,19.6278,19.5843,19,0.0435,Above National
ADVENTIST HEALTH CASTLE,HI,READM-30-AMI-HRRP,0.9405,13.7744,14.6453,17,-0.8709,At/Below National
KUAKINI MEDICAL CENTER,HI,READM-30-PN-HRRP,1.0089,14.957,14.8245,32,0.1325,Above National
KUAKINI MEDICAL CENTER,HI,READM-30-HF-HRRP,0.9651,18.018,18.67,17,-0.652,At/Below National
WILCOX MEMORIAL HOSPITAL,HI,READM-30-HF-HRRP,1.0538,17.6521,16.7511,26,0.901,Above National
KONA COMMUNITY HOSPITAL,HI,READM-30-PN-HRRP,1.0589,14.2647,13.4718,19,0.7929,Above National
KONA COMMUNITY HOSPITAL,HI,READM-30-HF-HRRP,1.0553,16.9791,16.0899,15,0.8892,Above National
STRAUB CLINIC AND HOSPITAL,HI,READM-30-PN-HRRP,0.9056,12.6932,14.0162,24,-1.323,At/Below National
STRAUB CLINIC AND HOSPITAL,HI,READM-30-HF-HRRP,0.8412,15.0681,17.913,23,-2.8449,At/Below National
STRAUB CLINIC AND HOSPITAL,HI,READM-30-AMI-HRRP,1.0099,12.85,12.724,20,0.126,Above National
PALI MOMI MEDICAL CENTER,HI,READM-30-PN-HRRP,0.9716,14.0352,14.4458,43,-0.4106,At/Below National
PALI MOMI MEDICAL CENTER,HI,READM-30-HF-HRRP,1.1488,22.0707,19.2123,60,2.8584,Above National
PALI MOMI MEDICAL CENTER,HI,READM-30-AMI-HRRP,1.0131,14.5807,14.3916,26,0.1891,Above National
ST LUKES MAGIC VALLEY MEDICAL CENTER,ID,READM-30-PN-HRRP,0.9642,13.87,14.3844,37,-0.5144,At/Below National
ST LUKES MAGIC VALLEY MEDICAL CENTER,ID,READM-30-HF-HRRP,0.8621,15.3905,17.8531,34,-2.4626,At/Below National
ST LUKES MAGIC VALLEY MEDICAL CENTER,ID,READM-30-AMI-HRRP,0.855,10.1118,11.8266,16,-1.7148,At/Below National
ST JOSEPH REGIONAL MEDICAL CENTER,ID,READM-30-PN-HRRP,0.9741,15.5078,15.92,26,-0.4122,At/Below National
ST JOSEPH REGIONAL MEDICAL CENTER,ID,READM-30-HF-HRRP,0.9816,18.5139,18.861,30,-0.3471,At/Below National
ST JOSEPH REGIONAL MEDICAL CENTER,ID,READM-30-AMI-HRRP,0.8992,11.8168,13.1411,20,-1.3243,At/Below National
ST LUKE'S REGIONAL MEDICAL CENTER,ID,READM-30-PN-HRRP,0.8773,13.117,14.9508,46,-1.8338,At/Below National
ST LUKE'S REGIONAL MEDICAL CENTER,ID,READM-30-HF-HRRP,0.739,13.7587,18.6178,57,-4.8591,At/Below National
ST LUKE'S REGIONAL MEDICAL CENTER,ID,READM-30-COPD-HRRP,0.9366,16.3678,17.4763,18,-1.1085,At/Below National
ST LUKE'S REGIONAL MEDICAL CENTER,ID,READM-30-AMI-HRRP,0.8498,9.6274,11.3285,35,-1.7011,At/Below National
SAINT ALPHONSUS REGIONAL MEDICAL CENTER,ID,READM-30-PN-HRRP,0.9724,14.4577,14.8685,22,-0.4108,At/Below National
SAINT ALPHONSUS REGIONAL MEDICAL CENTER,ID,READM-30-HF-HRRP,0.8507,16.3474,19.2166,37,-2.8692,At/Below National
SAINT ALPHONSUS REGIONAL MEDICAL CENTER,ID,READM-30-CABG-HRRP,1.0492,10.2617,9.7802,11,0.4815,Above National
SAINT ALPHONSUS REGIONAL MEDICAL CENTER,ID,READM-30-AMI-HRRP,0.9247,10.8035,11.6826,21,-0.8791,At/Below National
SAINT ALPHONSUS MEDICAL CENTER - NAMPA,ID,READM-30-HF-HRRP,0.9058,18.0501,19.9265,20,-1.8764,At/Below National
WEST VALLEY MEDICAL CENTER,ID,READM-30-PN-HRRP,0.9484,14.0797,14.8454,12,-0.7657,At/Below National
WEST VALLEY MEDICAL CENTER,ID,READM-30-HF-HRRP,1.0047,18.3468,18.2611,15,0.0857,Above National
EASTERN IDAHO REGIONAL MEDICAL CENTER,ID,READM-30-PN-HRRP,0.8873,13.1293,14.7977,25,-1.6684,At/Below National
EASTERN IDAHO REGIONAL MEDICAL CENTER,ID,READM-30-HF-HRRP,0.9607,17.7232,18.4479,35,-0.7247,At/Below National
EASTERN IDAHO REGIONAL MEDICAL CENTER,ID,READM-30-AMI-HRRP,0.8619,9.5545,11.0853,22,-1.5308,At/Below National
PORTNEUF MEDICAL CENTER,ID,READM-30-PN-HRRP,0.9426,14.0342,14.8893,26,-0.8551,At/Below National
PORTNEUF MEDICAL CENTER,ID,READM-30-HF-HRRP,0.8545,16.1144,18.8591,20,-2.7447,At/Below National
PORTNEUF MEDICAL CENTER,ID,READM-30-AMI-HRRP,1.0015,12.1354,12.1177,19,0.0177,Above National
KOOTENAI HEALTH,ID,READM-30-PN-HRRP,0.7803,11.9424,15.3041,24,-3.3617,At/Below National
KOOTENAI HEALTH,ID,READM-30-HF-HRRP,0.8373,15.9262,19.0219,64,-3.0957,At/Below National
KOOTENAI HEALTH,ID,READM-30-COPD-HRRP,0.9421,16.1841,17.1781,15,-0.994,At/Below National
KOOTENAI HEALTH,ID,READM-30-AMI-HRRP,0.8339,9.0163,10.8125,20,-1.7962,At/Below National
ST LUKE'S NAMPA MEDICAL CENTER,ID,READM-30-PN-HRRP,0.9797,15.1855,15.5007,17,-0.3152,At/Below National
ST LUKE'S NAMPA MEDICAL CENTER,ID,READM-30-HF-HRRP,0.9534,18.2216,19.1124,20,-0.8908,At/Below National
"IDAHO FALLS COMMUNITY HOSPITAL, LLC",ID,READM-30-PN-HRRP,0.9705,13.5571,13.9697,15,-0.4126,At/Below National
GRAHAM HOSPITAL ASSOCIATION,IL,READM-30-PN-HRRP,0.9935,14.0075,14.099,14,-0.0915,At/Below National
GRAHAM HOSPITAL ASSOCIATION,IL,READM-30-HF-HRRP,1.0667,19.0164,17.8282,21,1.1882,Above National
GRAHAM HOSPITAL ASSOCIATION,IL,READM-30-COPD-HRRP,1.0418,16.0892,15.4438,14,0.6454,Above National
ALTON MEMORIAL HOSPITAL,IL,READM-30-PN-HRRP,1.1364,18.2357,16.0464,62,2.1893,Above National
ALTON MEMORIAL HOSPITAL,IL,READM-30-HF-HRRP,1.1025,22.5154,20.4225,80,2.0929,Above National
ALTON MEMORIAL HOSPITAL,IL,READM-30-COPD-HRRP,1.0138,20.2636,19.9871,26,0.2765,Above National
PRESENCE SAINT JOSEPH MEDICAL CENTER,IL,READM-30-PN-HRRP,1.0637,18.1965,17.1065,120,1.09,Above National
PRESENCE SAINT JOSEPH MEDICAL CENTER,IL,READM-30-HF-HRRP,1.1451,22.9344,20.0287,188,2.9057,Above National
PRESENCE SAINT JOSEPH MEDICAL CENTER,IL,READM-30-COPD-HRRP,1.1026,20.2345,18.3508,46,1.8837,Above National
PRESENCE SAINT JOSEPH MEDICAL CENTER,IL,READM-30-AMI-HRRP,1.1025,15.7866,14.3195,41,1.4671,Above National
LOYOLA GOTTLIEB MEMORIAL HOSPITAL,IL,READM-30-PN-HRRP,1.115,18.1587,16.2859,40,1.8728,Above National
LOYOLA GOTTLIEB MEMORIAL HOSPITAL,IL,READM-30-HF-HRRP,1.0838,22.0767,20.3702,74,1.7065,Above National
LOYOLA GOTTLIEB MEMORIAL HOSPITAL,IL,READM-30-COPD-HRRP,1.0119,20.0472,19.8116,24,0.2356,Above National
LOYOLA GOTTLIEB MEMORIAL HOSPITAL,IL,READM-30-AMI-HRRP,1.1319,16.5894,14.6566,20,1.9328,Above National
NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL,IL,READM-30-PN-HRRP,1.0257,16.3649,15.9544,267,0.4105,Above National
NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL,IL,READM-30-HIP-KNEE-HRRP,0.8951,4.8155,5.3798,37,-0.5643,At/Below National
NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL,IL,READM-30-HF-HRRP,1.0808,20.8526,19.2932,404,1.5594,Above National
NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL,IL,READM-30-COPD-HRRP,0.9839,19.5915,19.912,55,-0.3205,At/Below National
NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL,IL,READM-30-AMI-HRRP,1.0335,13.949,13.4969,73,0.4521,Above National
HERRIN HOSPITAL,IL,READM-30-PN-HRRP,1.1413,18.5643,16.2661,80,2.2982,Above National
HERRIN HOSPITAL,IL,READM-30-HIP-KNEE-HRRP,1.1292,5.8052,5.1408,14,0.6644,Above National
HERRIN HOSPITAL,IL,READM-30-HF-HRRP,1.0529,21.807,20.7119,77,1.0951,Above National
HERRIN HOSPITAL,IL,READM-30-COPD-HRRP,1.0538,18.9024,17.9382,48,0.9642,Above National
KATHERINE SHAW BETHEA HOSPITAL,IL,READM-30-PN-HRRP,1.0095,15.2312,15.0879,25,0.1433,Above National
KATHERINE SHAW BETHEA HOSPITAL,IL,READM-30-HF-HRRP,1.0202,18.8101,18.4381,36,0.372,Above National
KATHERINE SHAW BETHEA HOSPITAL,IL,READM-30-COPD-HRRP,0.9833,16.4375,16.7163,11,-0.2788,At/Below National
KATHERINE SHAW BETHEA HOSPITAL,IL,READM-30-AMI-HRRP,1.0584,13.1267,12.4022,15,0.7245,Above National
PROCTOR HOSPITAL,IL,READM-30-PN-HRRP,0.9763,15.1797,15.5486,28,-0.3689,At/Below National
PROCTOR HOSPITAL,IL,READM-30-HF-HRRP,1.0223,18.63,18.2235,44,0.4065,Above National
BLESSING HOSPITAL,IL,READM-30-PN-HRRP,1.0843,18.0559,16.6526,152,1.4033,Above National
BLESSING HOSPITAL,IL,READM-30-HF-HRRP,0.9668,20.1437,20.8354,139,-0.6917,At/Below National
BLESSING HOSPITAL,IL,READM-30-COPD-HRRP,0.9217,17.769,19.279,36,-1.51,At/Below National
BLESSING HOSPITAL,IL,READM-30-CABG-HRRP,0.9372,9.7925,10.4485,11,-0.656,At/Below National
BLESSING HOSPITAL,IL,READM-30-AMI-HRRP,0.8782,11.5526,13.1544,22,-1.6018,At/Below National
MT SINAI HOSPITAL MEDICAL CENTER,IL,READM-30-HF-HRRP,1.0091,22.8495,22.6429,29,0.2066,Above National
MT SINAI HOSPITAL MEDICAL CENTER,IL,READM-30-COPD-HRRP,1.0655,23.3146,21.8811,13,1.4335,Above National
COPLEY MEMORIAL HOSPITAL,IL,READM-30-PN-HRRP,0.9939,16.7682,16.8718,69,-0.1036,At/Below National
COPLEY MEMORIAL HOSPITAL,IL,READM-30-HIP-KNEE-HRRP,0.9536,4.0611,4.2586,13,-0.1975,At/Below National
COPLEY MEMORIAL HOSPITAL,IL,READM-30-HF-HRRP,1.0294,19.9395,19.3709,83,0.5686,Above National
COPLEY MEMORIAL HOSPITAL,IL,READM-30-COPD-HRRP,0.9681,17.9836,18.5755,23,-0.5919,At/Below National
COPLEY MEMORIAL HOSPITAL,IL,READM-30-AMI-HRRP,1.0221,13.0416,12.759,21,0.2826,Above National
ADVOCATE SHERMAN HOSPITAL,IL,READM-30-PN-HRRP,1.0546,17.1648,16.2759,80,0.8889,Above National
ADVOCATE SHERMAN HOSPITAL,IL,READM-30-HF-HRRP,0.9711,19.0292,19.5955,134,-0.5663,At/Below National
ADVOCATE SHERMAN HOSPITAL,IL,READM-30-COPD-HRRP,1.0172,19.0153,18.6929,37,0.3224,Above National
ADVOCATE SHERMAN HOSPITAL,IL,READM-30-AMI-HRRP,1.0532,12.6158,11.9783,22,0.6375,Above National
ST ANTHONYS MEMORIAL HOSPITAL,IL,READM-30-PN-HRRP,0.9828,15.5031,15.7751,41,-0.272,At/Below National
ST ANTHONYS MEMORIAL HOSPITAL,IL,READM-30-HF-HRRP,1.1203,22.4359,20.0272,84,2.4087,Above National
ST ANTHONYS MEMORIAL HOSPITAL,IL,READM-30-COPD-HRRP,0.9761,17.3398,17.7652,15,-0.4254,At/Below National
SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,IL,READM-30-PN-HRRP,1.1156,18.0934,16.218,67,1.8754,Above National
SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,IL,READM-30-HF-HRRP,1.0216,19.6303,19.2158,28,0.4145,Above National
SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,IL,READM-30-COPD-HRRP,1.0806,19.8471,18.366,32,1.4811,Above National
CGH MEDICAL CENTER,IL,READM-30-PN-HRRP,0.9917,14.1197,14.2374,26,-0.1177,At/Below National
CGH MEDICAL CENTER,IL,READM-30-HF-HRRP,1.0469,19.5004,18.6276,42,0.8728,Above National
CGH MEDICAL CENTER,IL,READM-30-COPD-HRRP,0.9705,15.6385,16.114,17,-0.4755,At/Below National
CGH MEDICAL CENTER,IL,READM-30-AMI-HRRP,1.0412,13.6053,13.0671,12,0.5382,Above National
GOOD SAMARITAN REGIONAL HLTH CENTER,IL,READM-30-PN-HRRP,1.0191,17.5343,17.2064,66,0.3279,Above National
GOOD SAMARITAN REGIONAL HLTH CENTER,IL,READM-30-HIP-KNEE-HRRP,0.8864,4.1983,4.7364,14,-0.5381,At/Below National
GOOD SAMARITAN REGIONAL HLTH CENTER,IL,READM-30-HF-HRRP,1.0019,20.5823,20.5427,66,0.0396,Above National
GOOD SAMARITAN REGIONAL HLTH CENTER,IL,READM-30-COPD-HRRP,1.0783,20.7624,19.2552,27,1.5072,Above National
GOOD SAMARITAN REGIONAL HLTH CENTER,IL,READM-30-AMI-HRRP,1.093,14.4085,13.1829,38,1.2256,Above National
ADVOCATE TRINITY HOSPITAL,IL,READM-30-PN-HRRP,1.0859,19.6888,18.1319,55,1.5569,Above National
ADVOCATE TRINITY HOSPITAL,IL,READM-30-HF-HRRP,1.0559,23.1026,21.8799,144,1.2227,Above National
ADVOCATE TRINITY HOSPITAL,IL,READM-30-COPD-HRRP,1.1445,22.91,20.0174,39,2.8926,Above National
ADVOCATE TRINITY HOSPITAL,IL,READM-30-AMI-HRRP,1.0282,17.1992,16.7281,21,0.4711,Above National
WEST SUBURBAN MEDICAL CENTER,IL,READM-30-PN-HRRP,1.0352,19.3179,18.6611,16,0.6568,Above National
